#{"t_start": 1655408526.9748297, "env_id": "BipedalWalkerHardcore-v3"}
r,l,t
-103.562381,133,13602.627153
-101.093479,124,13602.758869
-107.38119,134,13602.905467
-102.970254,108,13603.024881
-121.00175,188,13603.227379
-107.479866,137,13603.376309
-11.849238,2000,13606.585052
-12.12511,2000,13609.784425
-112.439851,109,13609.898417
-120.49126,134,13610.037612
-101.866773,120,13610.164451
-112.57568,96,13610.264983
-104.500185,211,13610.47683
-104.426232,170,13611.773113
-102.0159,148,13611.936934
-105.463541,204,13612.159125
-119.562597,143,13612.322413
-100.788019,116,13612.454408
-12.211537,2000,13615.807373
-12.55968,2000,13618.989381
-102.621874,165,13619.171531
-106.813458,138,13619.325145
-107.001335,133,13619.470146
-97.766833,179,13619.666344
-119.634593,159,13619.84199
-116.300737,142,13619.996145
-102.268604,161,13620.173557
-101.263612,147,13620.332721
-108.749682,93,13620.435477
-97.907732,270,13621.869294
-101.427427,123,13622.009756
-102.08512,145,13622.167693
-111.24525,246,13622.432905
-115.979258,191,13622.639782
-102.775155,121,13622.773614
-104.364969,150,13622.935175
-114.914659,155,13623.10641
-6.889193,2000,13626.282215
-117.593735,143,13626.428765
-101.230064,234,13626.660913
-104.537605,181,13626.83926
-99.064751,212,13627.049437
-12.915526,2000,13630.541498
-111.703472,112,13630.668472
-103.654394,138,13631.908584
-112.997695,126,13632.04168
-103.667688,158,13632.20404
-102.716498,156,13632.367589
-112.645992,102,13632.474687
-113.451417,124,13632.599338
-117.687976,157,13632.756407
-114.125327,126,13632.883665
-106.622412,174,13633.054659
-12.445539,2000,13636.205814
-104.215373,171,13636.383
-105.71112,108,13636.492412
-102.860604,213,13636.702173
-102.154836,112,13636.81493
-114.570969,146,13636.96559
-123.426782,267,13638.313642
-116.030744,132,13638.454283
-113.765792,125,13638.586632
-113.709317,151,13638.746449
-96.857417,385,13639.138735
-104.222884,100,13639.243203
-114.44681,118,13639.36814
-118.576021,150,13639.520106
-115.492672,147,13639.67315
-103.601429,117,13639.796932
-119.168829,138,13639.950335
-114.415508,130,13640.091056
-113.008459,117,13640.220018
-11.215541,2000,13643.59058
-8.076532,2000,13647.182633
-10.581775,2000,13650.459751
-106.192209,90,13650.556496
-102.740672,112,13650.682505
-106.007773,153,13651.924122
-104.654752,96,13652.033665
-112.842703,150,13652.202995
-116.458362,233,13652.452579
-98.490482,142,13652.606687
-99.074167,184,13652.807999
-101.918629,121,13652.941227
-97.388107,232,13653.188354
-100.524428,162,13653.365467
-8.678756,2000,13656.640167
-113.853211,175,13656.829464
-103.596466,129,13656.969195
-100.014097,152,13657.135799
-113.354289,180,13657.327631
-98.817647,164,13658.598345
-113.824417,128,13658.744696
-111.916966,111,13658.868604
-112.6246,152,13659.037144
-112.687477,155,13659.205731
-105.489064,177,13659.401052
-101.558028,117,13659.528695
-99.575206,198,13659.738996
-114.792672,164,13659.916647
-99.83635,169,13660.097812
-108.962165,80,13660.186337
-112.912416,126,13660.322584
-117.806718,195,13660.535158
-107.204873,117,13660.661615
-100.29176,137,13661.936359
-114.010154,161,13662.125158
-103.107541,107,13662.242459
-111.79867,114,13662.376477
-102.251301,173,13662.576671
-99.538034,146,13662.735208
-106.700456,274,13663.030588
-107.335168,115,13663.151855
-8.514969,2000,13666.209039
-111.639996,129,13666.34235
-122.255775,295,13666.638431
-101.50289,166,13666.806338
-100.625245,155,13666.964527
-99.469855,154,13668.193309
-106.199689,124,13668.323898
-114.434471,135,13668.465996
-101.166931,107,13668.57677
-101.157765,173,13668.749476
-107.607363,184,13668.933682
-10.635775,2000,13672.055695
-96.851725,191,13672.265667
-112.415172,55,13672.329042
-110.285032,140,13672.48372
-107.658775,129,13672.624464
-101.471164,204,13672.843086
-105.163356,159,13673.013274
-111.792929,118,13673.166636
-104.768298,163,13673.344981
-109.566667,92,13673.446821
-116.496581,324,13674.897053
-99.040576,122,13675.030946
-98.998833,164,13675.205342
-104.967484,160,13675.375168
-112.668886,114,13675.500763
-113.373644,133,13675.644898
-97.85292,273,13675.938831
-113.817299,147,13676.098725
-99.871967,121,13676.229673
-94.489365,261,13676.509951
-113.39814,200,13676.722407
-114.132564,141,13677.937428
-96.401722,171,13678.11386
-109.735854,100,13678.218841
-101.497111,126,13678.347035
-112.710921,115,13678.475118
-96.019237,168,13678.665193
-10.75135,2000,13681.973939
-112.857938,114,13682.10128
-110.929588,112,13682.232245
-111.377271,104,13682.353435
-106.225655,173,13682.537988
-112.605301,115,13682.665431
-118.858861,299,13682.983913
-101.810857,209,13683.211189
-100.958352,186,13683.412849
-98.855961,169,13684.662727
-101.0932,180,13684.850619
-97.799798,160,13685.009844
-111.121851,105,13685.120077
-102.740708,117,13685.237814
-101.527371,291,13685.557354
-112.731384,153,13685.712632
-98.6807,130,13685.842458
-113.700012,151,13685.993795
-98.320738,149,13686.142758
-98.893514,142,13686.286317
-114.926921,147,13686.436572
-101.744645,115,13686.554137
-94.565966,215,13687.833282
-101.997621,159,13687.994761
-111.979049,186,13688.180833
-99.236345,143,13688.326277
-112.649595,166,13688.500282
-104.418474,159,13688.657827
-113.843735,143,13688.802753
-114.06437,208,13689.01389
-102.103401,131,13689.146898
-112.596654,125,13689.276879
-111.278207,103,13689.384587
-102.086546,185,13689.568464
-113.815517,161,13689.73335
-112.772343,112,13690.917153
-100.57106,154,13691.076416
-101.087539,94,13691.172678
-99.23321,133,13691.308952
-112.81685,147,13691.462367
-114.366456,186,13691.656178
-100.504463,131,13691.794734
-115.008783,203,13692.008412
-101.781396,253,13692.26683
-99.833466,114,13692.38867
-113.905683,146,13692.545934
-19.236869,2000,13695.690414
-114.482832,136,13695.839386
-101.081502,147,13695.996824
-102.45715,161,13696.172073
-108.347576,96,13697.379602
-111.238321,86,13697.4774
-114.530796,124,13697.623309
-103.170009,144,13697.765103
-116.34171,147,13697.91674
-112.758364,106,13698.029104
-113.735889,124,13698.158667
-109.12679,66,13698.227641
-103.307517,178,13698.405941
-105.288385,107,13698.516206
-113.109162,117,13698.638385
-113.611678,103,13698.746151
-114.058436,124,13698.87328
-113.686605,134,13699.011374
-111.590411,103,13699.117252
-104.327628,201,13699.314436
-113.842604,105,13699.423865
-116.087126,153,13700.628345
-104.385237,111,13700.741572
-114.162013,148,13700.895966
-104.778986,130,13701.029508
-113.871335,111,13701.146564
-108.022151,83,13701.234676
-114.393069,144,13701.386068
-114.993574,175,13701.569951
-114.132873,54,13701.627297
-102.343329,163,13701.7929
-113.168327,117,13701.912394
-118.12959,167,13702.082114
-111.487956,111,13702.196391
-104.122349,104,13702.304645
-113.66399,129,13702.438586
-113.990786,144,13702.588753
-105.371247,96,13703.828797
-104.808689,126,13703.974103
-104.723866,100,13704.092341
-103.023961,179,13704.29541
-108.690512,161,13704.470881
-114.075253,146,13704.631856
-104.304556,138,13704.780188
-114.166078,150,13704.941062
-113.726569,178,13705.134979
-114.308726,136,13705.284156
-114.003552,120,13705.418811
-112.869437,123,13705.553287
-114.208364,145,13705.710239
-112.656614,120,13705.843541
-114.317389,141,13705.994231
-115.387551,237,13707.307864
-106.467816,99,13707.41148
-114.058587,155,13707.571772
-113.147617,107,13707.685417
-105.144669,265,13707.947278
-114.73848,169,13708.12726
-117.193682,181,13708.313077
-113.925558,125,13708.443377
-116.480601,148,13708.595882
-114.142054,147,13708.748838
-114.119416,152,13708.907022
-113.26313,113,13709.027546
-113.593004,116,13709.149074
-114.226045,130,13710.373439
-113.7112,124,13710.512913
-114.071292,135,13710.680731
-116.717287,199,13710.909191
-102.938136,177,13711.1144
-113.718039,125,13711.262387
-113.873798,119,13711.399799
-114.629747,217,13711.637902
-113.991797,140,13711.796417
-113.597763,131,13711.947173
-114.925874,203,13712.174525
-113.736956,114,13712.298345
-105.805173,138,13712.449501
-116.183871,1164,13714.6914
-104.66227,107,13714.801772
-116.065595,161,13714.971594
-114.542164,174,13715.153846
-102.811671,165,13715.325597
-113.255753,112,13715.444257
-119.433606,310,13715.765165
-102.516743,214,13717.037919
-104.659394,210,13717.24849
-113.432829,114,13717.371144
-113.111432,108,13717.493382
-117.267762,170,13717.671546
-110.388436,174,13717.854706
-104.411691,133,13717.999053
-113.757989,121,13718.129144
-114.743503,162,13718.298948
-113.61335,113,13718.423173
-114.861035,164,13718.591262
-113.916383,121,13718.716432
-104.275537,135,13718.852695
-113.520561,117,13718.975716
-117.383339,164,13720.237378
-113.61676,124,13720.382198
-113.782084,116,13720.522061
-103.444235,98,13720.633917
-105.140188,95,13720.739511
-113.68015,115,13720.870235
-103.926366,144,13721.027291
-104.119388,188,13721.236039
-113.448872,110,13721.361147
-112.312084,102,13721.476725
-113.88627,131,13721.623953
-112.691409,113,13721.756247
-114.557697,150,13721.920774
-114.331437,138,13722.071066
-104.788128,114,13722.183937
-104.562726,248,13723.472999
-104.620402,85,13723.563007
-113.704542,127,13723.695271
-106.71389,93,13723.790144
-113.753665,123,13723.919316
-113.462764,119,13724.039932
-114.24566,139,13724.182553
-113.676739,131,13724.31836
-113.946442,156,13724.479827
-114.769343,172,13724.653527
-113.335572,127,13724.783643
-105.371722,105,13724.888962
-114.814313,175,13725.067227
-114.499283,189,13725.260245
-102.686777,176,13725.432675
-113.611299,110,13726.610473
-114.844169,179,13726.804792
-113.523355,113,13726.928053
-104.63632,99,13727.031097
-104.815325,99,13727.137603
-113.357675,125,13727.267879
-113.661594,122,13727.395188
-113.598041,134,13727.533404
-115.525163,235,13727.772599
-114.405587,178,13727.9537
-113.502626,128,13728.085629
-113.646751,124,13728.227511
-114.032818,139,13728.392387
-114.73874,189,13728.600391
-113.738305,143,13729.900551
-113.163795,134,13730.044384
-113.363772,119,13730.172058
-104.224816,155,13730.330173
-113.276459,160,13730.491884
-103.243502,172,13730.663447
-113.410936,125,13730.792722
-104.529263,207,13730.99862
-103.180007,126,13731.128139
-113.436181,111,13731.243252
-103.712084,144,13731.389713
-114.101666,135,13731.532114
-118.371504,352,13731.89208
-114.863163,244,13733.269396
-114.224407,115,13733.3941
-113.970773,128,13733.527785
-113.322917,115,13733.655371
-104.828688,91,13733.751117
-113.257434,131,13733.88389
-104.742312,122,13734.006619
-113.438572,119,13734.131277
-113.879607,158,13734.293378
-103.023936,143,13734.435978
-103.447777,147,13734.586776
-106.011374,487,13735.071658
-111.751561,113,13735.200158
-113.354183,119,13736.392073
-109.500523,141,13736.536318
-114.91602,155,13736.697573
-111.506527,121,13736.823265
-113.851291,125,13736.953129
-102.851318,184,13737.137835
-103.724032,181,13737.321321
-114.431285,140,13737.465451
-104.497197,107,13737.577561
-103.112402,211,13737.791917
-103.56595,146,13737.94117
-113.326413,111,13738.058188
-104.456011,192,13738.247111
-113.5444,123,13738.373741
-103.550327,134,13739.664489
-113.674563,121,13739.792336
-103.335955,138,13739.930311
-114.657945,151,13740.090692
-103.586877,131,13740.22343
-113.267751,114,13740.347724
-113.808509,121,13740.476852
-113.306193,110,13740.601257
-110.919232,91,13740.704939
-113.367288,123,13740.837517
-112.436502,61,13740.90322
-112.911922,112,13741.023454
-113.418278,108,13741.143823
-114.274557,132,13741.293328
-111.460102,98,13741.405298
-112.574663,112,13741.532174
-113.375408,114,13741.657212
-104.247411,211,13742.986603
-114.430794,156,13743.147303
-115.711795,232,13743.379375
-103.682141,117,13743.502589
-104.717015,160,13743.66297
-105.602285,95,13743.760242
-114.625005,131,13743.894161
-111.994937,114,13744.013297
-103.373958,128,13744.142853
-114.208528,142,13744.2884
-113.946745,120,13744.412503
-103.257145,177,13744.594662
-111.320127,113,13744.732219
-114.028262,145,13744.87599
-104.623176,129,13746.21041
-104.607803,179,13746.409424
-113.997296,147,13746.578664
-105.440755,117,13746.7056
-105.258291,136,13746.856529
-114.086429,171,13747.050873
-102.718283,161,13747.227561
-113.924046,132,13747.37303
-112.80171,108,13747.499357
-114.316627,156,13747.67749
-103.490665,126,13747.814901
-103.643988,165,13747.992669
-113.543655,132,13748.155035
-113.642794,122,13748.287774
-103.641693,154,13748.461727
-104.071982,156,13749.730273
-114.091137,160,13749.906433
-113.612001,121,13750.048865
-103.781406,123,13750.182165
-104.84992,109,13750.304205
-113.536165,116,13750.436517
-103.414332,208,13750.66438
-113.598822,125,13750.804038
-103.651674,160,13750.973123
-103.884877,141,13751.124328
-105.229038,162,13751.294355
-103.728351,123,13751.427935
-112.883428,108,13751.54715
-102.375553,186,13751.730583
-115.369226,220,13753.009246
-116.120035,225,13753.230298
-113.062367,98,13753.330496
-113.804373,121,13753.462644
-115.686659,222,13753.722385
-104.125088,103,13753.828822
-114.425581,138,13753.967342
-102.305128,209,13754.172656
-106.193441,210,13754.386608
-113.763293,131,13754.531005
-111.865985,104,13754.651654
-113.460587,116,13754.784941
-103.134159,180,13754.976191
-114.032217,130,13756.176895
-104.933733,162,13756.339322
-103.74413,212,13756.544493
-104.644737,93,13756.640457
-118.00861,287,13756.921138
-103.678127,171,13757.090514
-114.040179,133,13757.223909
-103.861794,120,13757.344246
-103.689016,189,13757.530371
-113.641539,114,13757.644384
-103.323593,241,13757.881585
-102.88856,159,13758.04216
-103.41922,191,13759.389951
-113.681209,125,13759.531828
-113.416383,135,13759.684479
-114.508016,151,13759.857623
-105.415523,251,13760.132284
-103.859372,127,13760.26609
-104.049603,180,13760.464039
-103.658615,112,13760.58913
-115.586363,210,13760.828504
-103.483322,135,13760.979811
-114.921646,155,13761.146994
-104.471818,121,13761.2827
-113.467237,119,13761.421379
-113.867634,125,13762.675823
-114.220044,123,13762.820783
-116.039532,204,13763.043233
-113.613022,122,13763.186209
-112.87281,133,13763.334162
-104.421216,96,13763.441352
-103.694823,128,13763.584414
-103.050093,162,13763.758434
-113.805339,132,13763.9077
-107.177727,91,13764.006743
-116.797908,198,13764.222153
-104.376145,156,13764.395233
-104.527848,108,13764.513194
-104.323309,125,13764.650445
-103.20976,159,13764.828391
-113.618808,141,13766.091215
-112.670252,121,13766.226161
-115.848039,182,13766.404995
-113.805947,122,13766.52607
-112.626697,130,13766.657726
-111.759352,120,13766.779981
-114.390019,176,13766.955307
-104.489055,147,13767.096593
-105.310322,213,13767.301591
-114.941138,184,13767.484545
-113.100321,121,13767.608071
-105.13017,146,13767.751163
-104.813523,131,13767.882775
-104.9352,119,13768.002295
-109.323474,119,13769.181851
-103.587297,194,13769.370702
-103.027868,154,13769.526586
-102.930042,212,13769.734095
-113.860201,139,13769.87634
-109.961983,148,13770.027359
-104.035714,126,13770.153689
-102.704869,216,13770.375075
-102.60075,175,13770.55606
-104.959688,96,13770.663064
-113.17719,115,13770.784545
-116.662182,176,13770.959753
-104.572783,96,13771.058381
-104.651827,299,13772.406237
-105.278651,89,13772.501239
-104.508489,115,13772.625029
-103.567423,162,13772.788173
-114.712562,153,13772.942855
-113.790018,130,13773.077169
-104.812707,123,13773.200842
-103.41206,267,13773.462929
-104.218974,131,13773.594825
-102.790096,248,13773.840291
-115.699853,216,13774.059324
-112.907315,55,13774.11635
-115.369258,191,13774.311153
-104.132553,125,13775.490685
-104.100378,113,13775.608224
-114.057229,144,13775.75695
-113.308629,127,13775.896157
-109.403066,107,13776.019109
-116.939753,172,13776.218199
-112.507709,54,13776.281866
-112.077871,104,13776.402951
-113.661751,131,13776.554139
-116.176263,202,13776.78143
-112.476637,138,13776.921376
-103.172461,196,13777.110498
-103.898569,126,13777.236938
-103.747905,147,13777.383477
-103.696948,114,13777.501526
-112.82764,140,13778.70026
-104.087361,114,13778.818806
-103.196015,147,13778.967004
-112.927324,132,13779.105164
-110.830225,103,13779.215287
-103.488044,134,13779.351501
-115.337273,206,13779.560101
-112.573094,135,13779.699555
-115.10991,189,13779.893131
-115.514814,173,13780.068441
-113.768613,124,13780.195921
-104.530233,120,13780.319414
-112.533348,116,13780.441118
-102.481854,160,13780.606176
-104.020889,188,13781.876698
-103.92407,120,13782.010493
-102.460139,198,13782.21152
-109.55626,96,13782.313851
