#{"t_start": 1655408526.9748297, "env_id": "BipedalWalkerHardcore-v3"}
r,l,t
-105.858946,122,14120.066578
-104.922676,138,14120.205958
-103.370388,147,14120.356774
-104.938732,179,14120.536047
-101.883878,112,14120.65388
-104.063339,179,14120.837243
-102.91855,182,14122.085588
-104.080337,181,14122.273457
-104.683759,109,14122.38655
-104.968683,178,14122.568735
-99.837024,121,14122.692692
-105.593277,151,14122.847783
-102.36442,158,14123.007995
-111.830186,59,14123.071562
-106.83756,172,14123.247266
-103.704164,225,14123.474732
-107.827331,160,14123.643048
-115.137397,161,14123.825576
-103.920617,183,14124.022378
-103.564759,222,14125.354395
-103.134675,172,14125.531446
-104.616785,122,14125.661024
-105.219587,185,14125.846999
-104.63608,225,14126.07149
-103.198077,188,14126.262043
-104.300064,232,14126.491293
-102.874413,196,14126.686106
-104.65221,113,14126.803355
-102.85713,184,14126.99083
-117.967838,253,14128.291398
-104.482001,149,14128.444657
-103.461346,194,14128.657218
-104.143875,166,14128.840955
-115.169382,146,14129.009156
-103.872536,175,14129.202913
-104.429205,158,14129.359677
-103.18822,164,14129.526944
-114.78776,137,14129.66789
-103.865409,188,14129.859694
-104.53861,202,14130.063988
-103.691702,136,14130.20128
-103.544243,218,14130.423628
-109.57192,184,14131.697926
-104.332848,128,14131.83508
-103.047517,184,14132.027632
-105.042274,206,14132.23727
-102.833247,133,14132.373474
-114.984417,138,14132.514475
-115.493912,163,14132.684051
-103.384737,187,14132.873062
-109.3666,109,14132.990167
-104.802421,164,14133.162387
-103.512195,175,14133.343867
-103.76877,145,14133.50021
-118.133253,195,14134.776624
-103.778196,192,14134.974246
-103.81174,144,14135.122122
-103.313215,182,14135.303507
-110.326897,156,14135.464043
-111.642806,86,14135.553475
-108.127931,81,14135.640624
-105.384196,112,14135.757662
-104.719913,172,14135.930311
-102.945734,153,14136.087902
-103.485858,168,14136.257839
-104.572437,174,14136.43882
-114.56926,129,14136.575815
-105.094694,162,14136.742691
-103.225974,176,14138.007184
-103.608258,185,14138.199858
-104.452945,148,14138.354249
-105.98233,189,14138.550003
-103.771556,150,14138.715697
-105.717539,216,14138.951009
-103.744475,176,14139.142862
-102.947231,162,14139.325245
-104.183939,126,14139.469461
-100.523102,125,14139.609153
-103.489037,183,14139.812284
-104.784951,164,14139.988682
-103.390586,133,14141.241511
-103.891511,198,14141.465939
-103.385517,139,14141.626507
-101.385671,120,14141.768472
-103.692793,180,14141.946142
-104.597023,157,14142.115819
-104.417278,117,14142.249555
-103.749265,158,14142.430522
-103.473197,171,14142.61945
-104.219158,179,14142.818057
-103.400928,175,14143.007946
-103.775204,143,14143.16613
-105.102025,223,14143.410465
-104.756688,145,14144.63294
-104.577978,170,14144.812685
-103.427135,193,14145.014255
-105.951462,161,14145.175243
-103.334074,182,14145.366593
-106.676326,140,14145.507071
-103.292802,171,14145.682046
-104.337956,110,14145.795372
-115.172989,133,14145.933919
-104.201573,177,14146.113769
-104.135213,232,14146.348307
-103.9059,131,14146.484051
-115.417043,163,14146.654952
-104.63313,247,14148.029529
-115.124351,161,14148.210851
-102.990023,189,14148.415642
-103.532605,136,14148.563428
-105.645073,237,14148.820814
-104.113076,133,14148.955057
-104.184424,163,14149.12812
-102.911101,156,14149.292249
-104.502521,171,14149.467045
-105.002726,170,14149.644666
-104.401653,206,14149.859112
-102.548295,169,14151.0948
-103.482512,141,14151.247874
-104.821237,202,14151.46193
-104.379307,155,14151.624542
-104.198663,157,14151.78624
-114.3395,116,14151.906811
-104.125913,132,14152.041501
-104.048372,166,14152.208335
-103.067388,175,14152.386446
-104.584384,202,14152.590922
-105.982157,218,14152.817942
-103.374685,219,14153.056718
-103.909536,147,14154.425051
-102.35392,187,14154.61356
-103.833775,182,14154.802962
-103.671069,171,14154.976524
-104.108182,160,14155.138723
-103.801471,194,14155.339833
-109.722456,81,14155.426168
-104.02874,169,14155.597855
-104.667741,239,14155.846051
-105.69116,124,14155.991293
-106.95873,206,14156.214644
-104.691129,110,14156.337578
-102.896324,181,14157.599629
-103.725827,164,14157.779054
-103.254764,168,14157.958189
-104.975585,135,14158.104217
-103.333846,187,14158.302495
-104.393423,179,14158.496006
-104.127489,169,14158.673638
-105.138733,94,14158.771207
-105.070496,288,14159.061471
-103.323433,175,14159.239429
-113.796293,105,14159.350676
-103.330392,97,14159.455132
-115.227239,157,14159.626202
-103.53456,156,14160.915612
-102.768866,184,14161.108271
-103.086154,171,14161.281303
-115.740819,171,14161.456564
-102.816382,155,14161.612323
-104.380727,126,14161.740919
-102.6366,196,14161.939551
-104.07453,173,14162.115433
-103.636327,197,14162.317038
-115.92077,166,14162.501593
-104.083525,155,14162.67595
-102.337777,179,14162.868864
-103.674041,210,14164.187987
-103.902216,186,14164.415066
-103.252173,173,14164.60957
-103.876488,174,14164.803545
-103.870193,184,14165.010573
-104.050803,155,14165.189416
-103.941951,127,14165.338732
-103.379258,180,14165.544509
-103.486031,182,14165.767016
-103.317842,202,14166.000455
-105.305477,179,14166.20956
-103.590863,161,14166.38687
-104.220318,122,14167.719226
-104.233896,172,14167.927184
-104.482623,124,14168.070541
-103.114581,148,14168.230777
-114.704952,126,14168.372874
-116.216933,206,14168.600342
-105.816004,241,14168.869457
-114.432673,128,14169.010899
-103.920519,100,14169.123295
-103.478039,196,14169.342418
-103.388882,164,14169.532882
-114.804706,136,14169.697551
-103.712552,178,14169.905481
-114.409924,120,14171.268209
-115.168983,161,14171.459652
-103.58763,132,14171.615839
-104.0319,176,14171.823346
-103.484181,197,14172.05603
-114.585204,137,14172.210508
-103.519843,217,14172.46015
-104.380273,200,14172.699462
-105.113028,164,14172.898047
-114.875469,139,14173.049302
-105.344281,171,14173.237434
-101.519108,110,14173.361662
-111.444926,80,14173.455236
-115.187952,149,14174.779062
-115.07315,146,14174.947019
-104.191134,188,14175.16107
-104.143511,120,14175.296471
-103.479406,157,14175.470129
-115.541327,183,14175.674288
-102.23316,110,14175.802208
-105.52196,208,14176.045412
-104.419792,172,14176.23986
-103.556835,144,14176.401989
-104.027558,196,14176.625662
-115.182093,125,14176.778262
-115.24309,135,14176.937868
-104.60713,223,14178.379298
-115.511282,171,14178.574278
-103.693212,187,14178.800638
-102.586864,212,14179.04947
-103.883686,166,14179.244897
-104.208548,139,14179.41485
-103.549719,173,14179.626274
-103.764047,146,14179.798865
-103.325139,192,14180.02508
-103.73111,163,14180.215959
-103.935009,164,14180.403117
-103.415174,118,14180.543283
-103.993034,102,14180.665579
-104.383176,148,14182.042248
-103.482439,219,14182.305812
-107.737545,158,14182.507003
-103.729593,160,14182.703034
-103.406548,191,14182.933311
-114.447268,117,14183.084476
-103.445021,209,14183.324463
-103.768045,157,14183.508199
-103.9103,172,14183.713434
-114.01203,108,14183.848404
-104.693616,175,14184.050375
-104.287972,145,14184.223588
-103.803369,185,14185.698433
-103.245006,159,14185.8817
-103.757207,209,14186.120989
-102.699011,113,14186.246414
-104.994033,180,14186.449586
-104.560075,128,14186.593923
-104.195105,134,14186.74776
-103.322027,145,14186.911275
-115.363368,160,14187.10325
-104.517491,171,14187.321301
-104.15409,168,14187.524597
-103.999742,185,14187.744716
-103.864178,193,14187.967344
-103.411521,174,14189.364128
-115.814641,147,14189.543882
-116.554858,221,14189.790072
-104.45301,132,14189.943729
-104.501818,195,14190.1618
-104.552402,177,14190.366248
-103.168768,174,14190.571017
-103.2943,194,14190.814092
-103.308812,139,14190.986006
-104.64922,139,14191.153345
-107.27056,145,14191.33021
-103.813091,190,14191.551217
-104.583854,136,14192.954867
-103.720686,188,14193.188437
-103.42121,150,14193.374281
-115.866297,173,14193.593425
-103.227933,189,14193.828101
-102.915631,195,14194.068859
-103.670419,199,14194.322643
-103.412049,172,14194.536757
-103.318063,181,14194.76273
-102.830628,152,14194.949202
-103.598264,136,14195.118659
-104.357779,237,14195.420169
-103.011071,169,14197.121235
-105.876913,138,14197.338366
-103.387565,177,14197.634462
-103.798977,158,14197.910833
-103.245924,184,14198.222201
-103.016883,164,14198.488414
-104.155863,140,14198.692231
-114.483293,123,14198.894009
-104.132386,212,14199.190565
-103.545998,191,14199.450124
-103.588911,158,14199.681937
-103.380877,199,14199.958167
-102.881254,202,14201.722143
-104.19775,209,14202.008339
-103.716129,212,14202.297849
-103.403013,141,14202.502465
-108.336035,148,14202.711017
-104.08312,159,14202.920793
-102.944174,159,14203.152548
-104.151616,135,14203.331176
-103.652151,194,14203.597956
-104.270042,173,14203.830478
-103.386272,185,14204.085992
-103.607336,177,14205.854088
-103.33688,140,14206.04923
-103.497323,169,14206.315298
-103.621512,139,14206.511735
-106.280797,168,14206.743881
-103.447885,139,14206.940938
-103.882566,190,14207.221055
-115.665572,178,14207.475529
-104.56161,139,14207.682208
-103.685714,171,14207.922798
-103.630717,181,14208.184018
-103.258385,163,14208.41799
-103.594535,134,14208.606923
-103.558806,167,14210.409508
-103.067462,183,14210.665591
-102.646175,167,14210.897409
-103.724256,149,14211.118767
-103.835829,157,14211.362211
-104.16507,204,14211.698882
-103.711599,172,14212.014608
-103.405541,193,14212.288902
-104.608084,151,14212.455185
-104.035145,179,14212.707843
-104.202509,149,14212.899785
-103.590728,180,14213.110952
-103.215945,163,14214.364596
-102.867877,172,14214.548823
-104.227048,131,14214.690098
-115.702601,154,14214.855102
-104.629991,126,14214.986132
-103.411175,155,14215.143973
-103.485942,162,14215.312024
-103.161622,158,14215.473732
-103.486319,153,14215.631714
-103.804652,198,14215.834049
-109.347412,124,14215.970934
-104.072228,143,14216.132183
-103.327786,167,14216.328581
-104.916249,148,14216.50743
-103.560164,142,14217.783073
-115.285713,155,14217.95618
-104.369766,164,14218.141278
-103.312233,148,14218.313368
-104.95521,183,14218.522049
-103.275307,174,14218.717779
-103.279499,196,14218.912452
-104.964029,110,14219.026448
-103.679044,152,14219.183319
-104.042824,157,14219.343708
-106.189071,168,14219.517207
-104.363105,204,14219.726354
-104.625554,127,14220.935379
-104.817681,197,14221.138924
-103.454595,204,14221.349238
-103.102671,204,14221.559462
-103.341354,185,14221.747254
-103.819775,164,14221.915037
-103.79875,162,14222.080387
-104.195253,132,14222.216709
-103.237831,161,14222.380652
-103.745274,145,14222.528641
-103.801911,196,14222.729346
-103.484488,209,14222.95346
-103.880164,200,14224.282844
-104.02229,236,14224.544271
-103.661703,177,14224.735842
-115.231003,147,14224.896104
-103.343352,184,14225.100715
-102.492163,194,14225.310405
-103.394827,150,14225.477176
-103.668338,206,14225.700709
-103.313976,192,14225.909849
-115.818435,168,14226.096566
-103.646917,191,14226.304316
-104.538342,115,14227.503775
-115.609541,178,14227.709022
-105.322872,199,14227.928684
-105.041417,132,14228.076686
-104.314061,132,14228.226453
-115.327805,150,14228.38208
-104.540201,200,14228.580086
-103.162685,148,14228.729118
-104.896334,188,14228.913843
-104.33289,231,14229.144336
-103.409508,167,14229.312571
-104.410967,182,14229.494986
-103.857555,208,14230.792354
-103.474263,148,14230.943441
-103.063032,222,14231.171187
-114.653842,133,14231.309357
-114.015272,118,14231.431946
-104.555579,181,14231.614013
-108.177324,156,14231.774235
-113.177473,96,14231.874002
-102.825004,182,14232.055602
-115.929986,182,14232.238036
-103.917373,185,14232.427187
-116.131481,215,14232.643158
-116.453424,182,14233.887423
-104.294476,234,14234.123462
-103.559358,158,14234.283701
-104.089144,198,14234.482855
-104.257606,231,14234.711467
-103.427286,145,14234.8581
-103.792558,149,14235.006341
-103.584811,193,14235.201029
-104.157718,245,14235.441745
-103.104067,184,14235.627223
-104.042636,162,14235.788885
-103.810426,188,14237.093484
-106.561766,165,14237.273707
-103.528394,175,14237.458111
-103.400919,238,14237.719864
-104.080408,195,14237.939345
-104.217563,170,14238.135122
-103.564529,200,14238.361189
-104.869927,229,14238.598128
-104.024706,203,14238.797626
-103.728401,210,14239.006346
-115.112159,141,14239.15416
-103.549965,172,14240.401811
-103.666095,184,14240.584464
-103.141803,162,14240.745788
-103.699091,274,14241.017637
-102.717175,169,14241.182946
-102.804369,191,14241.372965
-103.225372,183,14241.558769
-114.991276,151,14241.714441
-105.032535,262,14241.982902
-103.42663,182,14242.174065
-103.112114,187,14243.477609
-104.202328,258,14243.760598
-104.372104,187,14243.986309
-103.823686,134,14244.138363
-113.267791,142,14244.299015
-103.998096,152,14244.47124
-114.557788,126,14244.608933
-103.217062,166,14244.777931
-115.151983,163,14244.947969
-114.459792,132,14245.09026
-104.327905,216,14245.311854
-116.387977,171,14245.492255
-103.64324,141,14245.640663
-102.806883,198,14246.955703
-103.088226,172,14247.142557
-103.599659,203,14247.35617
-103.696547,151,14247.506165
-103.023543,191,14247.698791
-102.96413,195,14247.894571
-115.92567,193,14248.087465
-103.820087,153,14248.265001
-114.902942,149,14248.431851
-103.61196,175,14248.618297
-104.966532,179,14248.81606
-116.382355,206,14250.137484
-106.920083,110,14250.264585
-104.275975,188,14250.469367
-103.378276,135,14250.617954
-103.726933,177,14250.807716
-102.970634,171,14250.997904
-103.078247,197,14251.207624
-104.519442,134,14251.362669
-104.542986,279,14251.657913
-104.152346,176,14251.847254
-114.707694,138,14251.998186
-103.735167,232,14252.248142
-114.619906,129,14253.488377
-103.965052,171,14253.672844
-102.80688,189,14253.872916
-103.714438,164,14254.049843
-103.603052,174,14254.231383
-103.572027,164,14254.407779
-104.463681,148,14254.571751
-115.404329,157,14254.750943
-103.457655,161,14254.935527
-103.49947,183,14255.142894
-103.582644,196,14255.36129
-103.327873,162,14255.544491
-103.916124,138,14256.80398
-103.959288,201,14257.021602
-114.241174,123,14257.159051
-114.556675,126,14257.301054
-14.39763,2000,14260.769874
-120.29868,176,14260.958075
-103.781839,162,14261.137401
-114.871283,148,14261.30792
-104.345254,200,14261.516435
-103.957309,210,14261.738716
-103.852301,213,14261.96506
-103.155876,194,14262.178818
-103.589702,159,14262.351759
-103.869335,147,14263.57926
-103.500093,196,14263.793688
-104.532429,125,14263.927188
-103.763775,138,14264.075899
-114.564593,129,14264.227212
-103.802364,222,14264.45955
-103.513111,223,14264.699052
-114.778517,141,14264.857086
-103.093656,175,14265.035482
-103.710605,188,14265.248945
-104.460314,192,14265.449913
-103.845838,192,14265.651371
-104.482213,215,14266.947503
-103.409681,164,14267.121292
-103.892334,179,14267.314795
-103.870394,276,14267.609158
-103.945431,200,14267.826214
-108.205532,150,14267.988767
-103.953879,169,14268.170829
-104.376244,141,14268.322158
-104.547141,217,14268.555011
-104.180154,133,14268.695514
-115.157792,162,14268.86903
-113.699345,131,14269.013933
-103.156506,213,14270.371107
-115.06434,148,14270.538929
-114.643793,131,14270.697789
-103.272208,168,14270.861078
-116.023728,173,14271.033231
-103.858681,212,14271.245492
-103.165385,174,14271.418625
-103.902006,172,14271.593119
-103.749739,160,14271.753113
-103.197499,180,14271.929708
-103.056136,169,14272.09608
-104.236565,230,14273.412481
-103.190846,166,14273.580777
-103.339086,193,14273.778562
-114.701721,142,14273.925439
-103.754695,196,14274.120982
-103.334282,188,14274.305873
-103.326054,173,14274.478225
-106.172252,365,14274.830299
-114.066871,118,14274.953952
-107.200136,263,14275.214623
-115.386116,165,14276.482627
-103.601023,164,14276.662931
-107.39827,137,14276.809485
-103.802262,152,14276.972553
-104.290918,197,14277.187308
-103.934466,200,14277.398392
-115.208527,154,14277.571887
-105.305486,134,14277.725256
-103.432685,190,14277.939751
-115.378473,160,14278.126916
-103.432463,185,14278.333894
-103.325789,199,14278.546653
-103.027663,213,14279.875155
-103.900797,203,14280.098581
-103.545041,227,14280.342574
-103.35885,157,14280.512691
-115.470892,175,14280.717574
-118.430734,147,14280.880884
-103.426866,168,14281.062608
-103.165541,178,14281.257645
-103.878916,142,14281.410528
-104.020935,139,14281.565437
-103.857834,163,14281.747246
-103.20997,149,14281.91448
-105.02553,273,14283.225639
-103.305855,169,14283.398299
-104.420664,249,14283.644763
-103.585916,185,14283.83369
-103.475452,156,14283.992875
-103.061768,163,14284.157667
-102.87197,177,14284.335714
-104.763408,144,14284.480317
-96.570586,138,14284.625342
-115.582396,179,14284.803399
-98.113956,196,14285.006571
-115.164159,151,14285.157449
-104.29256,186,14286.479989
-103.964569,174,14286.67101
-96.332942,122,14286.810538
-103.711861,166,14286.993478
-96.847813,153,14287.167061
-103.488107,223,14287.406414
-115.059813,152,14287.574331
-12.581106,2000,14290.892915
-96.325806,116,14291.017065
-103.677351,136,14291.152083
-105.686859,123,14291.274999
-104.222747,218,14291.488067
-103.418761,214,14291.698694
-115.120688,149,14292.935577
-103.274719,215,14293.163616
-103.987914,189,14293.344573
-104.064481,177,14293.520017
-105.000068,110,14293.630865
-115.588089,186,14293.816744
-105.177276,331,14294.140249
-105.120244,176,14294.313169
-103.541117,174,14294.488973
-103.37651,208,14294.695943
-103.734286,171,14294.866674
-103.519537,172,14296.205861
-19.899943,2000,14299.481823
-104.312248,197,14299.682539
-114.529694,129,14299.812816
-98.976363,207,14300.025392
-120.376168,208,14300.241772
-115.917236,178,14300.422803
-103.122883,192,14300.613241
-103.636968,249,14300.86253
-114.339603,128,14300.993803
-12.300073,2000,14304.161423
-106.259129,185,14304.345742
-107.342953,504,14305.931934
-116.127801,220,14306.172457
-96.837258,108,14306.301255
-20.052948,2000,14309.701888
-103.834182,184,14309.900588
-114.317752,131,14310.042138
-101.446448,179,14310.234631
-103.34031,200,14310.454454
-102.889954,198,14310.667234
-114.265646,123,14310.799268
-101.706537,195,14311.00221
-19.889987,2000,14314.204856
-114.655642,135,14314.344804
-117.684726,98,14314.451113
-96.951904,103,14314.561404
-95.537649,127,14314.698372
-118.409214,106,14315.914704
-101.618106,140,14316.075708
-99.751294,205,14316.312946
-102.063687,249,14316.59619
-96.270139,117,14316.734844
-101.498186,229,14316.978057
-102.934837,185,14317.1803
-102.877742,97,14317.290305
-96.847157,120,14317.432091
-105.1524,138,14317.583613
-102.047978,183,14317.759556
-95.833264,104,14317.868154
-97.928466,121,14317.995366
-103.094752,140,14319.178251
-96.078705,105,14319.293134
-96.029234,110,14319.410482
-96.578706,108,14319.527653
-97.588261,102,14319.641741
-101.969373,256,14319.904962
-103.049598,158,14320.064732
-104.272089,140,14320.21117
-114.836585,141,14320.36158
-101.71485,152,14320.517384
-96.5948,107,14320.633243
-95.93607,103,14320.741268
-101.617378,150,14320.893918
-115.764967,184,14321.07943
-102.329053,116,14321.198871
-96.68862,103,14322.411046
-100.978933,202,14322.615321
-95.847577,99,14322.72148
-96.616576,103,14322.831574
-97.072248,103,14322.94032
-96.926801,100,14323.045796
-102.431076,185,14323.228663
-96.344832,103,14323.340296
-101.36344,149,14323.490316
-102.475688,176,14323.66927
-96.211873,115,14323.792927
-103.27927,168,14323.961175
-95.759838,118,14324.086584
-114.897714,140,14324.227921
-102.763134,200,14324.426867
-110.12205,174,14325.673549
-115.165941,145,14325.827263
-95.906454,107,14325.94695
-95.602793,112,14326.07735
-105.985032,123,14326.208653
-101.161222,177,14326.403325
-101.799606,145,14326.564977
-114.888084,143,14326.726994
-102.601379,189,14326.933312
-14.719165,2000,14330.284028
-103.728363,207,14330.505062
-103.130105,109,14330.626117
-120.053879,157,14330.80401
-101.385927,148,14330.962945
-114.372763,127,14331.105813
-104.787501,147,14332.419033
-101.378199,162,14332.583711
-102.377132,136,14332.723641
-115.910576,220,14332.949805
-95.698533,118,14333.103547
-102.502736,180,14333.300894
-95.699129,101,14333.416827
-100.691343,201,14333.630021
-103.277035,125,14333.771972
-102.619614,160,14333.955918
-104.575276,149,14334.108478
-95.948629,119,14334.244371
-103.449773,189,14334.444918
-102.071834,162,14335.643945
-95.452547,118,14335.771485
-105.391308,134,14335.907384
-96.66043,103,14336.025754
-105.966422,175,14336.216368
-105.172307,186,14336.418941
-101.192996,190,14336.627572
-96.381343,104,14336.753639
-95.906702,112,14336.885146
-114.992706,144,14337.046729
-101.514807,190,14337.244452
-116.503571,238,14337.493218
-96.191079,105,14337.615042
-101.520025,149,14337.771958
-116.573868,288,14339.138454
-101.551839,130,14339.269638
-96.185541,104,14339.389703
-101.992987,209,14339.613353
-12.057138,2000,14342.839293
-103.022705,211,14343.049596
-101.470853,180,14343.230844
-97.166099,193,14343.429777
-95.774247,107,14343.544819
-103.993177,185,14343.730343
-114.622947,144,14343.876921
-96.067667,132,14344.014952
-104.874763,225,14344.234995
-13.14754,2000,14347.390339
-113.704768,121,14348.570925
-102.75433,134,14348.710209
-12.407164,2000,14352.041232
-102.158862,129,14352.19226
-20.125334,2000,14355.403907
-115.342564,165,14355.577138
-100.93066,161,14355.750912
-11.644581,2000,14359.053694
-103.449602,176,14359.231623
-11.316165,2000,14362.557672
-96.997095,149,14362.725965
-105.634795,137,14362.87425
-96.144574,126,14363.021782
-118.992848,116,14363.151572
-95.603838,127,14363.296244
-10.811604,2000,14366.536837
-22.521674,2000,14369.785555
-95.905702,117,14369.908963
-102.10767,149,14370.060539
-23.665577,2000,14373.434636
-101.243988,225,14373.680082
-23.854309,2000,14377.146173
-12.080368,2000,14380.301614
-12.396599,2000,14383.53483
-96.292842,115,14383.675701
-115.511952,150,14383.855434
-105.069107,172,14384.048466
-103.255481,152,14384.21027
-24.594629,2000,14387.502533
-15.738112,2000,14390.881229
-102.822915,177,14392.107758
-114.221268,126,14392.238621
-103.482895,218,14392.456435
-104.294262,153,14392.612225
-104.112525,177,14392.788619
-103.807694,219,14393.000055
-102.955613,161,14393.202865
-95.75287,112,14393.334463
-104.879682,239,14393.586726
-104.634918,196,14393.791874
-105.377043,127,14393.927835
-103.084537,194,14394.129241
-103.521996,212,14395.515096
-115.07282,174,14395.713608
-103.486344,177,14395.908375
-104.067069,137,14396.070965
-102.45348,178,14396.266249
-102.70952,159,14396.444482
-102.779315,217,14396.689392
-103.871195,129,14396.831293
-108.651592,569,14397.447551
-102.964517,199,14398.746091
-103.359482,195,14398.958384
-104.353156,234,14399.205024
-104.895696,123,14399.325819
-104.231689,132,14399.456824
-104.034582,198,14399.658885
-116.07338,204,14399.85792
-115.879092,190,14400.04447
-103.607776,191,14400.232579
-114.55375,130,14400.364381
-110.62001,668,14402.15346
-95.820909,104,14402.276296
-115.192144,158,14402.457488
-103.205522,189,14402.668486
-102.885343,216,14402.903351
-95.793151,118,14403.036077
-103.284395,184,14403.260377
-103.067743,190,14403.486519
-103.492483,195,14403.696781
-104.965212,120,14403.829804
-104.12744,238,14404.089459
-114.427336,142,14405.330578
-103.508784,153,14405.495936
-103.450243,125,14405.637853
-103.23262,203,14405.845006
-95.188803,118,14405.970429
-103.467618,155,14406.122205
-104.724087,182,14406.299604
-115.34692,164,14406.463475
-95.435315,109,14406.578492
-103.21683,144,14406.721519
-103.71778,169,14406.889714
-102.90078,174,14407.060432
-105.029713,214,14407.267182
-102.883759,160,14408.558836
-103.12609,191,14408.773292
-95.077931,110,14408.89709
-103.415311,198,14409.096617
-96.595267,183,14409.282819
-104.154514,153,14409.43435
-105.365461,132,14409.566107
-103.804687,228,14409.790312
-103.153958,165,14409.950212
-115.859293,195,14410.140424
-103.975275,193,14410.331332
-103.108369,180,14410.510164
-104.662166,188,14411.774727
-104.116637,194,14411.969269
-103.737748,178,14412.149391
-104.235504,129,14412.281092
-104.69783,250,14412.5319
-104.397111,147,14412.691633
-96.981154,114,14412.824981
-109.775518,646,14413.499922
-102.787657,163,14413.668559
-102.325857,171,14414.902091
-95.219468,107,14415.023483
-102.810177,205,14415.235166
-117.797428,91,14415.3367
-102.697569,205,14415.547379
-104.372281,267,14415.815617
-102.818821,179,14416.002047
-115.704887,172,14416.182432
-96.203365,177,14416.379027
-103.477263,238,14416.631928
-95.18786,115,14416.764759
-102.934543,205,14418.083138
-103.313335,204,14418.305537
-102.948038,170,14418.486057
-102.320326,196,14418.692446
-95.666799,120,14418.832689
-104.24804,228,14419.071317
-116.356988,226,14419.308479
-102.283979,191,14419.509568
-114.99899,140,14419.659903
-13.064084,2000,14422.969257
-109.393043,582,14423.574443
-104.090216,150,14424.771317
-114.542822,152,14424.932736
-116.585963,226,14425.164721
-101.735452,165,14425.334011
-103.875312,174,14425.51051
-13.804865,2000,14428.718383
-11.61862,2000,14432.043154
-14.311277,2000,14435.182822
-12.055584,2000,14438.382601
-13.527574,2000,14441.625737
-117.561362,123,14441.767407
-102.961634,160,14441.944757
-13.010636,2000,14445.211659
-16.088375,2000,14448.4734
-11.571359,2000,14451.843627
-11.282115,2000,14455.211253
-11.152758,2000,14458.446366
-13.238297,2000,14461.627333
-13.503547,2000,14464.845458
-15.287751,2000,14468.080284
-13.602927,2000,14471.347142
-12.460782,2000,14474.538786
-14.173706,2000,14477.791883
-9.291957,2000,14481.042622
-8.926463,2000,14484.288074
-9.810551,2000,14487.649666
-8.738966,2000,14490.868502
-7.957038,2000,14494.20376
-14.247944,2000,14497.560835
-13.747704,2000,14500.84253
-6.99889,2000,14503.056223
-7.587634,2000,14506.389471
-13.06791,2000,14509.706746
-7.594551,2000,14512.875875
-13.278557,2000,14516.210412
-7.631611,2000,14519.36562
-10.812333,2000,14522.561295
-6.83082,2000,14525.730134
-6.152906,2000,14528.877196
-6.171824,2000,14532.238291
-8.939498,2000,14535.639193
-6.526914,2000,14538.797343
-7.448542,2000,14542.154031
-6.018259,2000,14545.362642
-4.641015,2000,14548.552469
-8.772765,2000,14551.697575
-7.049702,2000,14554.872293
-3.978592,2000,14558.26479
-4.918852,2000,14561.74611
-6.06836,2000,14564.946857
-5.209418,2000,14568.063576
-3.238237,2000,14571.418058
-3.150485,2000,14574.810857
-2.041261,2000,14578.155956
-4.809333,2000,14581.369839
-4.151198,2000,14584.59034
-4.642995,2000,14587.722622
-5.523909,2000,14590.938423
-4.614128,2000,14594.280711
-2.903006,2000,14597.604856
-3.476015,2000,14600.910864
-3.937125,2000,14604.01467
-5.167272,2000,14607.336568
-105.269986,492,14607.841274
-2.334293,2000,14611.089845
-3.681707,2000,14614.381838
-4.385943,2000,14617.559936
-3.272436,2000,14620.779819
-3.175664,2000,14623.877625
-4.189257,2000,14627.101659
-3.787615,2000,14630.393194
-4.57448,2000,14633.564082
-2.747615,2000,14636.802651
-1.911421,2000,14640.161973
-2.347261,2000,14643.385382
-2.134344,2000,14646.690225
-2.534523,2000,14650.071239
-2.873479,2000,14653.29655
-1.900504,2000,14656.496228
-2.634826,2000,14659.834452
-3.436548,2000,14663.134172
-1.797251,2000,14666.488498
-2.309601,2000,14669.821359
-3.566642,2000,14673.104937
-3.194832,2000,14675.317313
-2.552468,2000,14678.545835
-3.475225,2000,14681.615174
-5.414336,2000,14684.860976
-118.424612,91,14684.96831
-4.643639,2000,14688.236939
-2.71153,2000,14691.425485
-118.710095,88,14691.524757
-118.655414,91,14692.687035
-1.388314,2000,14694.888502
-3.258098,2000,14698.254965
-3.674328,2000,14701.427414
-2.542526,2000,14704.720383
-1.446246,2000,14707.910115
-1.353499,2000,14711.082463
-2.11195,2000,14714.360938
-2.21277,2000,14717.561138
-1.0928,2000,14720.869007
-0.377562,2000,14724.146771
-0.853233,2000,14727.432155
-2.442061,2000,14730.652079
-2.381588,2000,14733.944693
-1.192607,2000,14737.184085
0.116473,2000,14740.559161
-114.178179,126,14740.700892
-3.001907,2000,14743.880422
-1.812979,2000,14747.038129
-0.727933,2000,14750.212857
-114.120984,111,14750.332575
-113.220286,117,14750.456165
-0.579407,2000,14753.712575
-2.729379,2000,14756.926883
-0.541822,2000,14760.209112
-1.493078,2000,14763.49504
-1.18517,2000,14766.776568
-1.070621,2000,14770.091259
-1.012539,2000,14773.297256
0.08735,2000,14776.660921
-0.088372,2000,14780.003608
-0.521755,2000,14783.167238
-0.560052,2000,14786.425159
1.119069,2000,14789.782091
0.015444,2000,14793.040568
0.520684,2000,14796.271999
0.56157,2000,14799.525397
0.124683,2000,14802.736954
1.611926,2000,14805.944457
-1.186105,2000,14809.077019
0.741604,2000,14812.410424
0.922873,2000,14815.760055
